Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft,velocities/pi-deg_sec
1.2,0.5600211814720318,0.2222082007286531,0.002028678296783255,-2.875097596121035,-0.06118278873461423,-0.01664429454718702,0.5636603556934355,0.2221965383103907,-2.377838455438394e-05,2.460647646e-06,1418.002576,0.045505151388,1325.81398988,-0.0167209102081163,0.04204919520304005,0.004795325581652706,0.002831130120594591,-0.2067477822870342,-0.02437229359320355,-0.1989627701938499,0.09451819143568822,0.01479710307960463,0.1914868928252813,-0.3892987131137408,-32.15237362946471,-0.0167209102081163,0.04204919520304005,0.004795325581652706,1320.443135202018,-119.2168703155482,-0.01703725124688498,0.04150605050609472,-0.007595962360447768,-0.01703725124688499,-0.01669109047495847,0.04202126132191433,0.005132241081383934, 2095.731172,-10.78165199, 13.55484995,-10.78165199, 1505.011623, 3.979935578, 13.55484995, 3.979935578, 3150.435751,77.08071578,2479.998727,45.48951483989507,4.227421525624805,35.42700381886956,4.3089855872095,4.308967601635,0.3254619867415592,0.3365807780303706,5.611387584033896e-05,0.9999916530481899,0.002840174121040018,0.002937206708405878,-7.852566530900314e-06,-0.3420144565473276,0.6365013404560925,0.5835138237847859,0.3706801485948386,-0.3420306744735944,0.6364758095474313,0.5835416718721009,0.3706651841875544,163.99784147979,67.526063529533,29.593977930547,29.759525955458,-95.163838922844,-1634769.583107497,-18107251.85336466,10325659.9421114,-1636354.058800787,-18107108.73290591,10325659.9421114,0.0050136889586885,4.308967601635,-3.2625627813002e-09,0.00300097937,0.999479684,1.5236864,34494357.8,87.3072309,3.49,-2.79618629,1,0,-0.523,-0.523,-0.528680383,-0.174,0.348,0,-0.184235733,-0.460589332,-0.461742937,-0.461742937,-0.461742937,0,-1,0.492835217,0,5.61180093e-05,-5.61180093e-05,0,-5.61180093e-05,-9.79259262e-07,-9.03207743e-05,-0.00577070403,0,0,0,-4.30896762,-2.72917077,-0.327382893,-0.322250652,0,0,0,-0,0,0,0.002,-0.461742937,-0.161148285,-0.161148285,0.120861214,0.120861214,-0.282009499,0,0,0,0,1414.82,2.5724,1.29953,29.4944,46.8477,0.0276565,-0.0201162,6.11598,290.757,129.999,129.999,29.5939785882823223,-95.1638400284421095,20908474.4860375375,0.563660355693435533
1.32,0.1189786914416281,0.1821435279260795,-0.0004239318858064239,-4.082984872154158,-0.600365512941697,-0.02201836143575348,0.1226187655280414,0.1821302632676425,-0.002474782477330547,3.194677417e-07,510.9351866,0.01639643203,1325.78090946,-0.01367553407206267,0.008931869075067668,-0.001429848238657707,0.04425074534876385,-0.3068442407652086,-0.06850606600682328,-0.3000219350191945,0.08435847584627415,0.07311941516332193,0.2469741995435379,-0.5143183660781349,-32.19668803355577,-0.01367553407206267,0.008931869075067668,-0.001429848238657707,1320.410865251441,-119.2064037499176,-0.01124107155438087,0.008192763846176954,-0.008681008823054771,-0.01124107155438087,-0.01368397474338501,0.008940838480148412,-0.001285778289670669, 2095.730255,-10.78165127, 13.55485405,-10.78165127, 1505.011559, 3.979942487, 13.55485405, 3.979942487, 3150.434872,77.08070598,2479.998411,45.48951452067192,4.227422063166659,35.42700077056015,4.3086991496384,4.3086811690283,0.3700005681436203,0.361710508913173,0.0003260188711390843,0.9999898054697978,0.003228833397774362,0.003156507150080672,-7.346915936172056e-06,-0.342390153197587,0.6362876547355083,0.5835821748648343,0.3705925641517239,-0.3424079886647741,0.6362595673796174,0.583612797415106,0.3705760851832733,-174.03111530636,33.007217499773,29.593977925413,29.759525950308,-95.163838912831,-1634611.131746226,-18107266.15874863,10325659.94034336,-1636354.055697615,-18107108.73387008,10325659.94034336,0.0055150578545573,4.3086811690283,-6.5251255626054e-09,0.0030056901,0.999479695,1.5236864,34494357.8,87.307231,3.49,-2.796191,1,0,-0.523,-0.523,-0.529457728,-0.174,0.348,0,-0.176791543,-0.441978858,-0.444104638,-0.444104638,-0.444104638,0,-1,0.379836128,0,0.000326042886,-0.000326042886,0,-0.000326042886,-5.68944836e-06,-8.61006731e-05,-0.00654382882,0,0,0,-4.30868119,-2.87948909,-0.345414622,-0.346700401,0,0,0,-0,0,0,0.002,-0.444104638,-0.154992519,-0.154992519,0.116244389,0.116244389,-0.271236908,0,0,0,0,1497.72,2.72314,1.29953,29.5234,45.2719,0.0063442,-0.0208794,7.33918,318.129,129.999,129.999,29.5939785828386128,-95.1638400177929356,20908474.4861346371,0.122618765528041435
1.44,-0.306355963694228,0.1148543208476508,-0.002748413446164712,-2.504613137492093,-0.3343385409235279,-0.01457003383632514,-0.3027152521907921,0.1148414591222342,-0.004798134836809013,7.705531249e-07,793.5121796,0.0254646167194,1325.74899826,-0.008610191529253594,-0.02301274625710708,-0.006687661489809994,0.02682579848517368,-0.1956001524573905,-0.01384439760916347,-0.1860485109079423,0.1140051406118779,0.03068828845230868,0.2395253383519726,-0.39698229783226,-32.14192655878318,-0.008610191529253594,-0.02301274625710708,-0.006687661489809994,1320.379922387473,-119.1942403232264,-0.004151050547671052,-0.02379318223851324,-0.008068454807600527,-0.004151050547671054,-0.00865515348837753,-0.02297042181175984,-0.006774566004488254, 2095.729255,-10.78165048, 13.55485852,-10.78165048, 1505.011491, 3.979950015, 13.55485852, 3.979950015, 3150.433914,77.0806953,2479.998068,45.48951417281024,4.227422648933093,35.42699744877726,4.3092652074993,4.3092472187767,0.3590692236972649,0.3795229286847137,0.0002539420539180017,0.9999896061917795,0.003133440445223232,0.003311946975788376,-8.161859580327492e-06,-0.3424195619066264,0.6362617572695328,0.5834946242156934,0.3707476815454778,-0.3424390268847171,0.6362311210412989,0.5835280292075603,0.3707297029021562,-142.16299092943,-64.65071571436,29.593977921816,29.759525946694,-95.163838915916,-1634452.684441004,-18107280.46283333,10325659.93948335,-1636354.056775682,-18107108.73492109,10325659.93948335,0.0060164267504262,4.3092472187767,0,0.00300443212,0.999479674,1.5236864,34494357.8,87.307231,3.49,-2.79618974,1,0,-0.523,-0.523,-0.52926694,-0.174,0.348,0,-0.169126095,-0.422815239,-0.424401562,-0.424401562,-0.424401562,0,-1,0.213915024,0,0.00025396076,-0.00025396076,0,-0.00025396076,-4.43161526e-06,-8.21722034e-05,-0.0063491124,0,0,0,-4.30924724,-3.01551767,-0.361732173,-0.368506739,0,0,0,-0,0,0,0.002,-0.424401562,-0.148116145,-0.148116145,0.111087109,0.111087109,-0.259203254,0,0,0,0,1566.87,2.84886,1.29953,29.5475,43.7971,-0.018106,-0.0174424,8.58259,343.696,129.999,129.999,29.593978579020046,-95.1638400210349005,20908474.4867124408,-0.302715252190792095
1.56,-0.4559390402897568,0.09477111411842259,-0.003632148495531839,0.2686788984378817,-0.04457294732932897,0.002075751385820963,-0.4522978883897504,0.09476000620180705,-0.005681097716416595,1.504358638e-06,1108.735601,0.0355804591489,1325.73775711,-0.007089402173635184,-0.03424764503165081,-0.006542802140772088,0.003748763989130266,0.01154713256431804,0.01086807319510644,0.02112304416731788,0.1068108857533049,-0.002244033982588364,0.2233532938081482,-0.1627509908475416,-32.11718351815168,-0.007089402173635184,-0.03424764503165081,-0.006542802140772088,1320.369844903056,-119.1808428017415,-0.002878671004806584,-0.03491348187820096,-0.006223432303272062,-0.002878671004806582,-0.007135293554863711,-0.03421164807512604,-0.006679805020839796, 2095.728178,-10.78164963, 13.55486334,-10.78164963, 1505.011417, 3.979958119, 13.55486334, 3.979958119, 3150.432883,77.0806838,2479.997697,45.48951379821251,4.22742327972053,35.42699387168784,4.31010337919,4.3100853915749,0.310740328567189,0.3918354203466768,359.9999281368385,0.9999904771289265,0.002711703893916274,0.003419388169267541,-9.899572209643913e-06,-0.3422125957003292,0.6363642514984486,0.5833036364434561,0.3710632647820352,-0.3422337006675537,0.6363310730349598,0.583339830942065,0.3710437996437226,-137.29611492629,-74.268079321157,29.593977919302,29.759525944165,-95.163838927523,-1634294.239707208,-18107294.76532869,10325659.93910094,-1636354.060550323,-18107108.73576895,10325659.93910094,0.006517795646295,4.3100853915749,-3.2625627813057e-09,6.28618405,0.999479644,1.5236864,34494357.8,87.3072309,3.49,-2.79618405,1,0,-0.523,-0.523,-0.528423442,-0.174,0.348,0,-0.166034969,-0.415087423,-0.415272616,-0.415272616,-0.415272616,0,-1,0.108677909,0,360.026446,-360.026446,360,-0.0264462329,-0.000461486765,-8.30451965e-05,-0.00550648705,0,0,0,-4.31008541,-3.13867369,-0.376505562,-0.383185368,0,0,0,-0,0,0,0.002,-0.415272616,-0.144930143,-0.144930143,0.108697607,0.108697607,-0.25362775,0,0,0,0,1624.07,2.95286,1.29953,29.5673,42.4203,-0.0287769,-0.0151763,9.82893,367.518,129.999,129.999,29.5939785763513328,-95.1638400333322636,20908474.4873092175,-0.45229788838975038
1.68,-0.297018943990807,0.08847682971522514,-0.002494093240698993,2.297021443276325,-0.1014664849287396,0.0166476655171443,-0.2933773954880576,0.08846748031926614,-0.004542346287911401,6.74058989e-07,742.1663343,0.0238168769518,1325.74966828,-0.006617935783774554,-0.02232375252508723,-0.005009653370994911,0.007163512449951503,0.1681917253710685,0.01226453197929563,0.1774637035188509,0.09609001299820294,-0.0002145760196821805,0.2329931336408574,0.02110960216397179,-32.11603669396771,-0.006617935783774554,-0.02232375252508723,-0.005009653370994911,1320.382898164514,-119.1687256571637,-0.003262216592868698,-0.02290304847283513,-0.005661443392739976,-0.003262216592868695,-0.006653878767925823,-0.02230054146567909,-0.005065113564007841, 2095.727029,-10.78164873, 13.55486847,-10.78164873, 1505.011338,  3.97996676, 13.55486847,  3.97996676, 3150.431783,77.08067153,2479.997303,45.48951339872146,4.227423952426007,35.42699005688826,4.3108094930649,4.310791499475,0.2622512100333597,0.4029275641297325,359.9995920528735,0.9999911993508456,0.002288569913509147,0.003516181719525847,-1.160705207897382e-05,-0.3419984855830654,0.6364710859704004,0.5831156290559103,0.3713727988602274,-0.3420212329239781,0.6364353667481023,0.5831546142129198,0.3713518494683324,-142.87496110086,-69.604298099419,29.593977917027,29.759525941877,-95.163838938807,-1634135.79473194,-18107309.06628933,10325659.93872904,-1636354.064208631,-18107108.73646855,10325659.93872904,0.0070191645421639,4.310791499475,3.2625627813069e-09,6.28617819,0.999479618,1.5236864,34494357.8,87.3072309,3.49,-2.79617819,1,0,-0.523,-0.523,-0.527577147,-0.174,0.348,0,-0.168433527,-0.421083819,-0.420049725,-0.420049725,-0.420049725,0,-1,0.115295727,0,360.02611,-360.02611,360,-0.0261101242,-0.000455621668,-0.0001013496,-0.00467849668,0,0,0,-4.31079153,-3.25018457,-0.38988204,-0.394947153,0,0,0,-0,0,0,0.002,-0.420049725,-0.146597354,-0.146597354,0.109948016,0.109948016,-0.25654537,0,0,0,0,1670.98,3.03815,1.29953,29.5835,41.1381,-0.0199189,-0.0147055,11.0636,389.665,129.999,129.999,29.5939785739368695,-95.1638400453082056,20908474.487767417,-0.29337739548805758
1.8,0.008727572768368349,0.06964736964073015,-0.0002329753251202687,2.456890634819315,-0.1861853378567689,0.01851592479704744,0.01236946838723611,0.06963871596042355,-0.002280614178894442,4.918754662e-08,200.4840728,0.00643373908645,1325.77260641,-0.005213687295498948,0.0006217159323359658,-0.0037180549641963,0.01386034711426842,0.1868663018117744,0.01459691400990708,0.1965531791910716,0.0996270319601732,0.004533678205763697,0.2451413902016734,0.05054719850942666,-32.11382952204548,-0.005213687295498948,0.0006217159323359658,-0.0037180549641963,1320.406957508784,-119.1573348816983,-0.002723707354478938,0.0001134839299716329,-0.005827652896863681,-0.002723707355399548,-0.005240303645959202,0.0006375355913189556,-0.00367773907645599, 2095.725814,-10.78164777,  13.5548739,-10.78164777, 1505.011254, 3.979975901,  13.5548739, 3.979975901, 3150.430619,77.08065856,2479.996885,45.48951297610974,4.227424664064499,35.42698602130612,4.3113319650292,4.3113139712963,0.2431038098993784,0.4126387877257263,359.9994561930666,0.9999912662672896,0.002121482696398416,0.003600926780186893,-1.238489969301138e-05,-0.3419409697436597,0.6364958378479162,0.5830255797356693,0.3715246898602021,-0.341965351796286,0.6364575731042088,0.5830673510572645,0.3715022477848653,-144.50606076806,5.5453558837008,29.59397791505,29.759525939888,-95.163838942977,-1633977.347364225,-18107323.36585375,10325659.93836057,-1636354.065599631,-18107108.73715868,10325659.93836057,0.0075205334380327,4.3113139712963,0,6.28617582,0.9994796,1.5236864,34494357.8,87.3072309,3.49,-2.79617582,1,0,-0.523,-0.523,-0.527242962,-0.174,0.348,0,-0.173709456,-0.43427364,-0.432906864,-0.432906864,-0.432906864,0,-1,0.206220688,0,360.025974,-360.025974,360,-0.0259742544,-0.000453250739,-0.000118551055,-0.00436151296,0,0,0,-4.311314,-3.35114176,-0.401992533,-0.405670272,0,0,0,-0,0,0,0.002,-0.432906864,-0.151084496,-0.151084496,0.113313372,0.113313372,-0.264397867,0,0,0,0,1709.08,3.10741,1.29953,29.5965,39.9465,0.000536935,-0.0136036,12.2746,410.212,129.998,129.998,29.5939785718381039,-95.1638400497515846,20908474.4882155955,0.0123694683872361058
1.92,0.2374821010687171,0.06404636755253372,0.001453301713006192,1.098042788279416,0.102614744372927,0.007602795329965888,0.2411242706896525,0.06403716554277319,-0.0005938473362444861,4.051964348e-07,575.4201985,0.0184658232082,1325.7897886,-0.004823069497538402,0.01781754028623177,-0.0005097896893516726,-0.00722906170821988,0.08792647269544433,0.0291002677549164,0.09812787287688816,0.1105482952002077,-0.02079357916976984,0.2283564456945043,-0.05691945255883622,-32.09918261016151,-0.004823069497538402,0.01781754028623177,-0.0005097896893516726,1320.425387484715,-119.1442806755962,-0.003993892491417999,0.01750098417851583,-0.004330242753851144,-0.003993892491417999,-0.004825955419212751,0.01781969400375545,-0.0003940642856695, 2095.724538,-10.78164676,  13.5548796,-10.78164676, 1505.011166, 3.979985504,  13.5548796, 3.979985504, 3150.429396,77.08064492,2479.996447,45.48951253207235,4.227425411781799,35.42698178112713,4.3115933462977,4.3115753474971,0.2583119806450168,0.4203066042097665,359.9995670398131,0.9999907326602735,0.002254194065796475,0.003667840995644313,-1.204632577917327e-05,-0.3420647003003072,0.6364259836154553,0.5830515667254415,0.3714896751278144,-0.342090705338275,0.6363851659369285,0.5830961178547837,0.3714657282163049,-173.96634312777,74.772997711859,29.593977913474,29.759525938306,-95.16383893911,-1633818.897304454,-18107337.66396217,10325659.93799062,-1636354.064423694,-18107108.73777965,10325659.93799062,0.0080219023339016,4.3115753474971,-3.2625627813086e-09,6.28617775,0.99947959,1.5236864,34494357.8,87.3072309,3.49,-2.79617775,1,0,-0.523,-0.523,-0.527508395,-0.174,0.348,0,-0.177928234,-0.444820585,-0.444049371,-0.444049371,-0.444049371,0,-1,0.30555999,0,360.026085,-360.026085,360,-0.0260851093,-0.000455185157,-0.000134907428,-0.00464330199,0,0,0,-4.31157538,-3.44253062,-0.412955246,-0.41334931,0,0,0,-0,0,0,0.002,-0.444049371,-0.15497323,-0.15497323,0.116229923,0.116229923,-0.271203153,0,0,0,0,1739.69,3.16307,1.29953,29.6067,38.8415,0.0174464,-0.0113463,13.4521,429.236,129.998,129.998,29.5939785701686588,-95.1638400456678539,20908474.4886042662,0.241124270689652531
2.04,0.4898502777261529,0.07316428078695796,0.00329048735183414,6.376382312864451,-0.209029597592215,0.04887557719390924,0.493492748713771,0.07315382283555684,0.001243880601598655,1.740069184e-06,1192.437302,0.0382665335634,1325.80974113,-0.005512316643456474,0.03778542828385067,0.00249065565382913,0.01419432329565734,0.3890141356329334,0.04375331517399748,0.4001108543900675,0.1082886488427494,-0.01019210231344106,0.254513611629217,0.2246464734509233,-32.0841473264057,-0.005512316643456474,0.03778542828385067,0.00249065565382913,1320.446515452656,-119.1321513123303,-0.006120284965107711,0.03758647871471143,-0.003758499798073886,-0.00612028496510771,-0.005491963422732612,0.03777221040510105,0.002725077950048961, 2095.723185, -10.7816457, 13.55488565, -10.7816457, 1505.011073, 3.979995698, 13.55488565, 3.979995698, 3150.428101,77.08063048,2479.995982,45.48951206156636,4.227426204069744,35.42697728819548,4.3114656247199,4.3114476315845,0.2930835528430106,0.4287422957058697,359.9998247824872,0.9999897299197393,0.002557621520993133,0.003741457473828651,-1.109836457932105e-05,-0.3423014209205361,0.6362959162126083,0.5831378661080009,0.3713589548643557,-0.3423290414941426,0.6362525409070704,0.583185191913454,0.3713334936036153,155.68489882122,80.904968742517,29.593977911726,29.759525936552,-95.163838930576,-1633660.44561702,-18107351.96051137,10325659.9373737,-1636354.061745185,-18107108.73822816,10325659.9373737,0.0085232712297704,4.3114476315845,-6.525125562619e-09,6.28618225,0.999479595,1.5236864,34494357.8,87.3072309,3.49,-2.79618225,1,0,-0.523,-0.523,-0.528115273,-0.174,0.348,0,-0.181547235,-0.453868089,-0.450521609,-0.450521609,-0.450521609,0,-1,0.40973582,0,360.026343,-360.026343,360,-0.026342871,-0.000459683098,-0.000150628882,-0.00526590186,0,0,0,-4.31144766,-3.52522794,-0.422875364,-0.420150286,0,0,0,-0,0,0,0.002,-0.450521609,-0.157232041,-0.157232041,0.117924031,0.117924031,-0.275156073,0,0,0,0,25990.6,47.2556,1.29953,29.6139,476.98,0.0452977,-0.0133127,19.9101,546.591,129.998,129.998,29.5939785683175103,-95.1638400366375805,20908474.4887270816,0.493492748713770968
2.16,0.9013460196309802,-0.002776851323080587,0.006850850629132001,0.3395706028597137,-1.079094929388978,0.009916130214957079,0.9049886925514764,-0.002790500023051731,0.004804622107737361,5.469800769e-06,2114.160973,0.0678455886823,1325.8396201,0.000201895145140003,0.06768383275488349,0.004677812053639012,0.07853452389293492,0.04210579493270383,-0.02404564817249387,0.0523778757224618,0.1110975437837528,0.07958109406561603,0.3220168961554147,-0.1717794943781109,-32.15089281912934,0.000201895145140003,0.06768383275488349,0.004677812053639012,1320.477758984075,-119.1183707847284,-0.002336059744548716,0.06778791747800442,-0.001537846713753691,-0.002336059744548713,0.0002401892897400764,0.06765120591981848,0.005126455924832865, 2095.721157,-10.78164409, 13.55489478,-10.78164409, 1505.010933, 3.980011057, 13.55489478, 3.980011057, 3150.426159,77.08060883,2479.995285,45.48951135647976,4.227427391369453,35.42697055521862,4.3108976334333,4.3108796406208,0.3812974360167065,0.4343959324198771,0.0004906620285274698,0.9999872789869869,0.003327401564031662,0.003790803821474259,-8.331921660890943e-06,-0.3428219589686473,0.6360171191444002,0.5834031406277604,0.3709394884746331,-0.3428511711862769,0.6359711713498927,0.5834532282462083,0.3709124884351048,87.528638429547,86.042752178217,29.593977910641,29.759525935468,-95.163838909157,-1633501.989687301,-18107366.25554051,10325659.93674929,-1636354.05494947,-18107108.73854382,10325659.93674929,0.0090246401256393,4.3108796406208,3.26256278131e-09,0.00300856367,0.999479615,1.5236864,34494357.8,87.307231,3.49,-2.79619387,1,0,-0.523,-0.523,-0.529654896,-0.174,0.348,0,-0.189591997,-0.473979992,-0.473124045,-0.473124045,-0.473124045,0,-1,0.650839727,0,0.000490698171,-0.000490698171,0,-0.000490698171,-8.56268309e-06,-0.00015172272,-0.00680661841,0,0,0,-4.3108797,-3.600022,-0.431847446,-0.42672099,0,0,0,-0,0,0,0.002,-0.473124045,-0.165120292,-0.165120292,0.123840219,0.123840219,-0.28896051,0,0,0,0,41239.6,74.9812,1.29953,29.6055,475.988,0.128558,-0.00119247,50.336,851.98,129.998,129.998,29.5939785671659585,-95.1638400139577527,20908474.4887244776,0.904988692551476293
2.28,0.6601499067054252,-0.2573770154856604,0.007033608958906152,-4.28932475279109,-3.338756288059727,-0.003040935972369736,0.6637921736411158,-0.2573943107777314,0.004986685438951422,3.366230049e-06,1658.533298,0.0532240299705,1325.82152077,0.01942642265514662,0.04955188791731328,-0.0001478950819438791,0.2456016466459466,-0.31181979443848,-0.06810825759056308,-0.2959664391003844,0.183260269627424,0.2484362552356885,0.4827123777781727,-0.5820360636801434,-32.19498706165739,0.01942642265514662,0.04955188791731328,-0.0001478950819438791,1320.461240601759,-119.1000282637196,0.01680246214910142,0.05022837383837081,0.005252151328980913,0.01680246214910142,0.0194267992212152,0.04955180224197428,0.0001254308275519047, 2095.718224,-10.78164177, 13.55490794,-10.78164177, 1505.010731, 3.980033219, 13.55490794, 3.980033219,  3150.42335,77.0805775,2479.994277,45.48951033615809,4.227429109495431,35.42696081201527,4.3105222173035,4.3105042251291,0.4818931381725055,0.4230303663825804,0.001247685484466574,0.9999843437811531,0.004205229707055017,0.003691641124319505,-4.636458416274759e-06,-0.3433250240720482,0.6357569983487253,0.5837578363576503,0.3703616548558736,-0.3433558110911974,0.6357084682983117,0.5838106848903682,0.3703331129288328,-0.43618943392715,68.592169070021,29.59397791326,29.759525938099,-95.163838885643,-1633343.532925017,-18107380.54874112,10325659.93739376,-1636354.047446202,-18107108.7384177,10325659.93739376,0.0095260090215081,4.3105042251291,0,0.00302177622,0.999479629,1.5236864,34494357.8,87.307231,3.49,-2.79620708,1,0,-0.523,-0.523,-0.531410622,-0.174,0.348,0,-0.186223499,-0.465558748,-0.467387172,-0.467387172,-0.467387172,0,-1,0.669904097,0,0.00124777739,-0.00124777739,0,-0.00124777739,-2.17737155e-05,-0.000145081018,-0.00855570292,0,0,0,-4.3105043,-3.66764679,-0.43995952,-0.439834089,0,0,0,-0,0,0,0.002,-0.467387172,-0.163118123,-0.163118123,0.122338592,0.122338592,-0.285456715,0,0,0,0,54894.6,99.8083,1.29953,29.5801,471.962,0.12704,0.0816103,90.7166,1133.01,129.997,129.997,29.5939785699314442,-95.1638399890023976,20908474.488914676,0.663792173641115646
2.4,0.04904024054916275,-0.7341821949740329,0.007084028072107292,-5.163452405475607,-4.472860793306038,0.008891485982110528,0.05268051707879812,-0.7342012212009393,0.005033582207186225,3.754923336e-06,1751.672186,0.056212952909,1325.77568936,0.05532404209060346,0.003632522877936,-0.009270988029765549,0.3349473964107947,-0.3917656061976973,-0.04713876563227862,-0.3701766974139732,0.2517992601733139,0.31650492113461,0.5409650396594461,-0.6882993717780652,-32.17395253504002,0.05532404209060346,0.003632522877936,-0.009270988029765549,1320.417475724762,-119.0750415042926,0.05273610540119369,0.005423808654816367,0.01869175116300709,0.05273610540119369,0.05526357688495281,0.003719462678484994,-0.009591597469343431, 2095.714469, -10.7816388, 13.55492475, -10.7816388, 1505.010472,  3.98006154, 13.55492475,  3.98006154, 3150.419754,77.08053741,2479.992987,45.48950903025099,4.227431308520521,35.426948341714,4.3111062571406,4.3110882678483,0.5288405322552077,0.3673666943151929,0.001580505910205078,0.9999842122241575,0.004614919938360446,0.00320590320944651,-1.002769993477679e-06,-0.3433045311927,0.6358003047101201,0.5840716328762693,0.369811166762616,-0.3433368903449603,0.6357491928657808,0.584127266587292,0.3697811243533392,-9.513013947918,3.7050776325755,29.593977925245,29.759525950121,-95.163838875256,-1633185.080109028,-18107394.83932222,10325659.94147907,-1636354.044014079,-18107108.73705801,10325659.94147907,0.010027377917377,4.3110882678483,-3.2625627813028e-09,0.00302758503,0.999479608,1.5236864,34494357.8,87.307231,3.49,-2.79621289,1,0,-0.523,-0.523,-0.532230009,-0.174,0.348,0,-0.175776967,-0.439442417,-0.442263245,-0.442263245,-0.442263245,0,-1,0.497752087,0,0.00158062233,-0.00158062233,0,-0.00158062233,-2.75818597e-05,-0.000139249327,-0.00936925783,0,0,0,-4.31108836,-3.72884168,-0.447300247,-0.456891845,0,0,0,-0,0,0,0.002,-0.442263245,-0.154349872,-0.154349872,0.115762404,0.115762404,-0.270112277,0,0,0,0,66741.3,121.348,1.29953,29.5415,467.183,0.0143593,0.294842,136.854,1383.88,129.996,129.996,29.5939785826113742,-95.1638399779427431,20908474.4895409904,0.0526805170787981239
